ID,EMPLOYEEID,ORDERDATE,REQUIREDDATE,SHIPPEDDATE,SHIPVIA,FREIGHT,SHIPNAME,SHIPADDRESS,SHIPCITY,SHIPREGION,SHIPPOSTALCODE,SHIPCOUNTRY
10539,6,2013-05-16,2013-06-13,2013-05-23,3,12.36,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
10278,8,2012-08-12,2012-09-09,2012-08-16,2,92.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10267,4,2012-07-29,2012-08-26,2012-08-06,1,208.58,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
10961,8,2014-03-19,2014-04-16,2014-03-30,1,104.47,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
10800,1,2013-12-26,2014-01-23,2014-01-05,3,137.44,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK
10460,8,2013-02-28,2013-03-28,2013-03-03,1,16.27,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
11023,1,2014-04-14,2014-04-28,2014-04-24,2,123.83,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
10486,1,2013-03-26,2013-04-23,2013-04-02,2,30.53,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
11027,1,2014-04-16,2014-05-14,2014-04-20,1,52.52,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
10654,5,2013-09-02,2013-09-30,2013-09-11,1,55.26,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10324,9,2012-10-08,2012-11-05,2012-10-10,1,214.27,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10534,8,2013-05-12,2013-06-09,2013-05-14,2,27.94,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
10810,2,2014-01-01,2014-01-29,2014-01-07,3,4.33,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
10754,6,2013-11-25,2013-12-23,2013-11-27,3,2.38,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
10433,3,2013-02-03,2013-03-03,2013-03-04,3,73.83,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
10747,6,2013-11-19,2013-12-17,2013-11-26,1,117.33,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
10864,4,2014-02-02,2014-03-02,2014-02-09,2,3.04,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
10596,8,2013-07-11,2013-08-08,2013-08-12,1,16.34,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
10628,4,2013-08-12,2013-09-09,2013-08-20,3,30.36,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
10687,9,2013-09-30,2013-10-28,2013-10-30,2,296.43,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
10699,3,2013-10-09,2013-11-06,2013-10-13,3,0.58,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,04179,Germany
10616,1,2013-07-31,2013-08-28,2013-08-05,2,116.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
10254,5,2012-07-11,2012-08-08,2012-07-23,2,22.98,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
10765,3,2013-12-04,2014-01-01,2013-12-09,3,42.74,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
10943,4,2014-03-11,2014-04-08,2014-03-19,2,2.17,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
10639,7,2013-08-20,2013-09-17,2013-08-27,3,38.64,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
10637,6,2013-08-19,2013-09-16,2013-08-26,1,201.29,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
10707,4,2013-10-16,2013-10-30,2013-10-23,3,21.74,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
10281,4,2012-08-14,2012-08-28,2012-08-21,1,2.94,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
10816,4,2014-01-06,2014-02-03,2014-02-04,2,719.78,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
10490,7,2013-03-31,2013-04-28,2013-04-03,2,210.19,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
10954,5,2014-03-17,2014-04-28,2014-03-20,1,27.91,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
10552,2,2013-05-29,2013-06-26,2013-06-05,1,83.22,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
10463,5,2013-03-04,2013-04-01,2013-03-06,3,14.78,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
11041,3,2014-04-22,2014-05-20,2014-04-28,2,48.22,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
10561,2,2013-06-06,2013-07-04,2013-06-09,2,242.21,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
10483,7,2013-03-24,2013-04-21,2013-04-25,2,15.28,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
10618,1,2013-08-01,2013-09-12,2013-08-08,1,154.68,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
10774,4,2013-12-11,2013-12-25,2013-12-12,1,48.20,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
10805,2,2013-12-30,2014-01-27,2014-01-09,3,237.34,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA
10577,9,2013-06-23,2013-08-04,2013-06-30,2,25.41,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA
10820,3,2014-01-07,2014-02-04,2014-01-13,2,37.52,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
10745,9,2013-11-18,2013-12-16,2013-11-27,1,3.52,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
10513,7,2013-04-22,2013-06-03,2013-04-28,1,105.65,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
10335,7,2012-10-22,2012-11-19,2012-10-24,2,42.11,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
10704,6,2013-10-14,2013-11-11,2013-11-07,1,4.78,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
10251,3,2012-07-08,2012-08-05,2012-07-15,1,41.34,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
10913,4,2014-02-26,2014-03-26,2014-03-04,1,33.05,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
10595,2,2013-07-10,2013-08-07,2013-07-14,1,96.78,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
10670,4,2013-09-16,2013-10-14,2013-09-18,1,203.48,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
10703,6,2013-10-14,2013-11-11,2013-10-20,2,152.30,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
10383,8,2012-12-16,2013-01-13,2012-12-18,3,34.24,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
10931,4,2014-03-06,2014-03-20,2014-03-19,2,13.60,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
10301,8,2012-09-09,2012-10-07,2012-09-17,2,45.08,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
10541,2,2013-05-19,2013-06-16,2013-05-29,1,68.65,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
10898,4,2014-02-20,2014-03-20,2014-03-06,2,1.27,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina
10790,6,2013-12-22,2014-01-19,2013-12-26,1,28.23,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
10458,7,2013-02-26,2013-03-26,2013-03-04,3,147.06,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
10508,1,2013-04-16,2013-05-14,2013-05-13,2,4.99,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
10700,3,2013-10-10,2013-11-07,2013-10-16,1,65.10,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10796,3,2013-12-25,2014-01-22,2014-01-14,1,26.52,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
10398,2,2012-12-30,2013-01-27,2013-01-09,3,89.16,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10316,1,2012-09-27,2012-10-25,2012-10-08,3,150.15,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
10613,4,2013-07-29,2013-08-26,2013-08-01,2,8.11,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
10393,1,2012-12-25,2013-01-22,2013-01-03,3,126.56,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10447,4,2013-02-14,2013-03-14,2013-03-07,2,68.66,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
10874,5,2014-02-06,2014-03-06,2014-02-11,2,19.58,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
11006,3,2014-04-07,2014-05-05,2014-04-15,2,25.19,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
10371,1,2012-12-03,2012-12-31,2012-12-24,1,0.45,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
11022,9,2014-04-14,2014-05-12,2014-05-04,2,6.27,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
10494,4,2013-04-02,2013-04-30,2013-04-09,2,65.99,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
10956,6,2014-03-17,2014-04-28,2014-03-20,2,44.65,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
10416,8,2013-01-16,2013-02-13,2013-01-27,3,22.72,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
10519,6,2013-04-28,2013-05-26,2013-05-01,3,91.76,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
10344,4,2012-11-01,2012-11-29,2012-11-05,2,23.29,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
10495,3,2013-04-03,2013-05-01,2013-04-11,3,4.65,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
10749,4,2013-11-20,2013-12-18,2013-12-19,2,61.53,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
11001,2,2014-04-06,2014-05-04,2014-04-14,2,197.30,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
11043,5,2014-04-22,2014-05-20,2014-04-29,2,8.80,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France
10743,1,2013-11-17,2013-12-15,2013-11-21,2,23.72,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK
10727,2,2013-11-03,2013-12-01,2013-12-05,1,89.90,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
10270,1,2012-08-01,2012-08-29,2012-08-02,1,136.54,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
10631,8,2013-08-14,2013-09-11,2013-08-15,1,0.87,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
10895,3,2014-02-18,2014-03-18,2014-02-23,1,162.75,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
10507,7,2013-04-15,2013-05-13,2013-04-22,1,47.45,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico
10256,3,2012-07-15,2012-08-12,2012-07-17,2,13.97,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
10372,5,2012-12-04,2013-01-01,2012-12-09,2,890.78,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
10757,6,2013-11-27,2013-12-25,2013-12-15,1,8.19,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10553,2,2013-05-30,2013-06-27,2013-06-03,2,149.49,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
10758,3,2013-11-28,2013-12-26,2013-12-04,3,138.17,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
10402,8,2013-01-02,2013-02-13,2013-01-10,2,67.88,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
10744,6,2013-11-17,2013-12-15,2013-11-24,1,69.19,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
11049,3,2014-04-24,2014-05-22,2014-05-04,1,8.34,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
10585,7,2013-07-01,2013-07-29,2013-07-10,1,13.41,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
10511,4,2013-04-18,2013-05-16,2013-04-21,3,350.64,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France
10873,4,2014-02-06,2014-03-06,2014-02-09,1,0.82,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
10569,5,2013-06-16,2013-07-14,2013-07-11,1,58.98,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
10456,8,2013-02-25,2013-04-08,2013-02-28,2,8.12,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
10660,8,2013-09-08,2013-10-06,2013-10-15,1,111.29,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
10438,3,2013-02-06,2013-03-06,2013-02-14,2,8.24,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
10740,4,2013-11-13,2013-12-11,2013-11-25,2,81.88,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
10300,2,2012-09-09,2012-10-07,2012-09-18,2,17.68,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
10789,1,2013-12-22,2014-01-19,2013-12-31,2,100.60,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
10859,1,2014-01-29,2014-02-26,2014-02-02,2,76.10,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
10985,2,2014-03-30,2014-04-27,2014-04-02,1,91.51,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
10648,5,2013-08-28,2013-10-09,2013-09-09,2,14.25,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
10992,1,2014-04-01,2014-04-29,2014-04-03,3,4.27,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA
10535,4,2013-05-13,2013-06-10,2013-05-21,1,15.64,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico
10938,3,2014-03-10,2014-04-07,2014-03-16,2,31.89,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany
10462,2,2013-03-03,2013-03-31,2013-03-18,1,6.17,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
10899,5,2014-02-20,2014-03-20,2014-02-26,3,1.21,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
11051,7,2014-04-27,2014-05-25,,3,2.79,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
10725,4,2013-10-31,2013-11-28,2013-11-05,3,10.83,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
10622,4,2013-08-06,2013-09-03,2013-08-11,3,50.97,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
10850,1,2014-01-23,2014-03-06,2014-01-30,1,49.19,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
10615,2,2013-07-30,2013-08-27,2013-08-06,3,0.75,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
10682,3,2013-09-25,2013-10-23,2013-10-01,2,36.13,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico
10792,1,2013-12-23,2014-01-20,2013-12-31,3,23.79,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
10570,3,2013-06-17,2013-07-15,2013-06-19,3,188.99,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
10529,5,2013-05-07,2013-06-04,2013-05-09,2,66.69,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
10594,3,2013-07-09,2013-08-06,2013-07-16,2,5.24,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
10936,3,2014-03-09,2014-04-06,2014-03-18,2,33.68,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
10329,4,2012-10-15,2012-11-26,2012-10-23,2,191.67,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
10346,3,2012-11-05,2012-12-17,2012-11-08,3,142.08,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
10476,8,2013-03-17,2013-04-14,2013-03-24,3,4.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
10557,9,2013-06-03,2013-06-17,2013-06-06,2,96.72,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
10332,3,2012-10-17,2012-11-28,2012-10-21,2,52.84,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
10310,8,2012-09-20,2012-10-18,2012-09-27,2,17.52,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA
10274,6,2012-08-06,2012-09-03,2012-08-16,1,6.01,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,Western Europe,51100,France
10406,7,2013-01-07,2013-02-18,2013-01-13,1,108.04,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
10696,8,2013-10-08,2013-11-19,2013-10-14,3,102.55,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
10621,4,2013-08-05,2013-09-02,2013-08-11,2,23.73,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
10767,4,2013-12-05,2014-01-02,2013-12-15,3,1.59,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
10607,5,2013-07-22,2013-08-19,2013-07-25,1,200.24,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10863,4,2014-02-02,2014-03-02,2014-02-17,2,30.26,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
10340,1,2012-10-29,2012-11-26,2012-11-08,3,166.31,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France
10888,1,2014-02-16,2014-03-16,2014-02-23,2,51.87,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
10580,4,2013-06-26,2013-07-24,2013-07-01,3,75.89,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
10591,1,2013-07-07,2013-07-21,2013-07-16,1,55.92,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
10468,3,2013-03-07,2013-04-04,2013-03-12,3,44.12,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
10600,4,2013-07-16,2013-08-13,2013-07-21,1,45.13,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
10672,9,2013-09-17,2013-10-01,2013-09-26,2,95.75,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10846,2,2014-01-22,2014-03-05,2014-01-23,3,56.46,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,Western Europe,B-6000,Belgium
10866,5,2014-02-03,2014-03-03,2014-02-12,1,109.11,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10870,5,2014-02-04,2014-03-04,2014-02-13,3,12.04,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
10698,4,2013-10-09,2013-11-06,2013-10-17,1,272.47,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
10592,3,2013-07-08,2013-08-05,2013-07-16,1,32.10,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
10271,6,2012-08-01,2012-08-29,2012-08-30,2,4.54,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
10688,4,2013-10-01,2013-10-15,2013-10-07,2,299.09,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
10823,5,2014-01-09,2014-02-06,2014-01-13,2,163.97,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
10675,5,2013-09-19,2013-10-17,2013-09-23,2,31.85,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
11010,2,2014-04-09,2014-05-07,2014-04-21,2,28.71,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
10979,8,2014-03-26,2014-04-23,2014-03-31,2,353.07,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
10649,5,2013-08-28,2013-09-25,2013-08-29,3,6.20,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
10764,6,2013-12-03,2013-12-31,2013-12-08,3,145.45,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
10988,3,2014-03-31,2014-04-28,2014-04-10,2,61.14,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
11033,7,2014-04-17,2014-05-15,2014-04-23,3,84.74,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
10315,4,2012-09-26,2012-10-24,2012-10-03,2,41.76,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
10439,6,2013-02-07,2013-03-07,2013-02-10,3,4.07,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
10714,5,2013-10-22,2013-11-19,2013-10-27,3,24.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
10293,1,2012-08-29,2012-09-26,2012-09-11,3,21.18,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico
10656,6,2013-09-04,2013-10-02,2013-09-10,1,57.15,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
10647,4,2013-08-27,2013-09-10,2013-09-03,2,45.54,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
10901,4,2014-02-23,2014-03-23,2014-02-26,1,62.09,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
10365,3,2012-11-27,2012-12-25,2012-12-02,2,22.00,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico
10821,1,2014-01-08,2014-02-05,2014-01-15,1,36.68,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
10999,6,2014-04-03,2014-05-01,2014-04-10,2,96.35,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
11014,2,2014-04-10,2014-05-08,2014-04-15,3,23.60,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
10881,4,2014-02-11,2014-03-11,2014-02-18,1,2.84,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
10572,3,2013-06-18,2013-07-16,2013-06-25,2,116.43,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
10853,9,2014-01-27,2014-02-24,2014-02-03,2,53.83,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
10412,8,2013-01-13,2013-02-10,2013-01-15,2,3.77,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
11025,6,2014-04-15,2014-05-13,2014-04-24,3,29.17,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
10965,6,2014-03-20,2014-04-17,2014-03-30,3,144.38,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
10303,7,2012-09-11,2012-10-09,2012-09-18,2,107.83,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
10893,9,2014-02-18,2014-03-18,2014-02-20,2,77.78,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
10326,4,2012-10-10,2012-11-07,2012-10-14,2,77.92,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
10838,3,2014-01-19,2014-02-16,2014-01-23,3,59.28,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
10832,2,2014-01-14,2014-02-11,2014-01-19,2,43.26,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
10542,1,2013-05-20,2013-06-17,2013-05-26,3,10.95,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
10288,4,2012-08-23,2012-09-20,2012-09-03,1,7.45,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
10907,6,2014-02-25,2014-03-25,2014-02-27,3,9.19,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France
10295,2,2012-09-02,2012-09-30,2012-09-10,2,1.15,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,Western Europe,51100,France
10828,9,2014-01-13,2014-01-27,2014-02-04,1,90.85,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
10777,7,2013-12-15,2013-12-29,2014-01-21,2,3.01,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
10784,4,2013-12-18,2014-01-15,2013-12-22,3,70.09,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
10638,3,2013-08-20,2013-09-17,2013-09-01,1,158.44,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
10842,1,2014-01-20,2014-02-17,2014-01-29,3,54.42,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico
10664,1,2013-09-10,2013-10-08,2013-09-19,3,1.27,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
